paralog_gene,dep_gene,cell_line,delta_z,source
HSPA1A,HSPA8,cd4t_stim48hr,4.799673341214657,nonsig
CPO,CPA5,cd4t_stim48hr,2.039202469168231,nonsig
NKX2-6,NKX1-1,cd4t_stim48hr,3.5968053974211216,nonsig
ELMO3,ELMO2,cd4t_stim48hr,2.006179742515087,nonsig
KDM3A,KDM3B,cd4t_stim48hr,2.624108426272869,nonsig
GABPB2,GABPB1,cd4t_stim48hr,7.815063580870628,nonsig
ESPNL,ESPN,cd4t_stim48hr,5.08650179207325,nonsig
TMED3,TMED2,cd4t_stim48hr,2.6078324615955353,nonsig
TMED9,TMED2,cd4t_stim48hr,2.186876155436039,nonsig
DDX55,EIF4A1,cd4t_stim48hr,2.597141455858946,nonsig
PPM1N,ILKAP,cd4t_stim48hr,2.0552349016070366,nonsig
CALR,CANX,cd4t_stim48hr,2.0792930349707603,nonsig
CANX,CALR,cd4t_stim48hr,3.0851055085659027,nonsig
LGALS12,LGALS9,cd4t_stim48hr,2.2725435346364975,nonsig
PRDM5,ZNF850,cd4t_stim48hr,2.5255222246050835,nonsig
CCL18,XCL2,cd4t_stim48hr,3.918172374367714,nonsig
NOX1,CYBB,cd4t_stim48hr,3.2635200954973698,nonsig
ID1,ID2,cd4t_stim48hr,3.2948456406593323,nonsig
MTHFD1,MTHFD1L,cd4t_stim48hr,2.022293120622635,nonsig
CTSS,CTSO,cd4t_stim48hr,3.0509491451084614,nonsig
CLIC5,CLIC1,cd4t_stim48hr,2.271961197257042,nonsig
MFN1,MFN2,cd4t_stim48hr,3.0260491594672203,nonsig
WT1,EGR1,cd4t_stim48hr,2.4738640636205673,nonsig
ABCC9,ABCC1,cd4t_stim48hr,3.3119254782795906,nonsig
SLC7A3,SLC7A7,cd4t_stim48hr,2.056265507824719,nonsig
CPN2,LRG1,cd4t_stim48hr,4.2454219944775105,nonsig
NMNAT2,NMNAT3,cd4t_stim48hr,4.06138351932168,nonsig
REL,NFKB2,cd4t_stim48hr,2.872190222144127,nonsig
EPHB6,EPHA1,cd4t_stim48hr,2.446993261575699,nonsig
LHX2,LHX8,cd4t_stim48hr,2.3173939883708954,nonsig
KLF13,KLF16,cd4t_stim48hr,2.1693139374256134,nonsig
BHLHE41,BHLHE40,cd4t_stim48hr,2.7868459708988667,nonsig
ZFAND1,ZFAND2B,cd4t_stim48hr,2.413202241063118,nonsig
LHX6,LMX1A,cd4t_stim48hr,2.4041661396622658,nonsig
PDIA3,P4HB,cd4t_stim48hr,2.381921738386154,nonsig
PDIA4,P4HB,cd4t_stim48hr,2.896525025367737,nonsig
PDIA6,P4HB,cd4t_stim48hr,3.6098358035087585,nonsig
BIRC3,XIAP,cd4t_stim48hr,2.0355041194707155,nonsig
RGS18,RGS5,cd4t_stim48hr,2.5259024649858475,nonsig
ATP2C1,ATP2A2,cd4t_stim48hr,3.4928482472896576,nonsig
AKIRIN1,AKIRIN2,cd4t_stim48hr,2.7996266037225723,nonsig
NR4A2,NR4A3,cd4t_stim48hr,3.0340057015419006,nonsig
NR4A1,NR4A3,cd4t_stim48hr,3.160981349647045,nonsig
DHX30,DHX9,cd4t_stim48hr,2.1186972185969353,nonsig
YTHDC2,DHX9,cd4t_stim48hr,2.086170330643654,nonsig
SP140L,SP140,cd4t_stim48hr,2.147209458053112,nonsig
IP6K2,IPMK,cd4t_stim48hr,2.147995412349701,nonsig
PTBP2,PTBP1,cd4t_stim48hr,17.197247724980116,nonsig
AMHR2,ACVR1B,cd4t_stim48hr,2.752222552895546,nonsig
GALNT15,GALNT2,cd4t_stim48hr,2.517550252377987,nonsig
GPSM3,GPSM2,cd4t_stim48hr,2.2343346998095512,nonsig
ZNF823,ZNF791,cd4t_stim48hr,2.078744251281023,nonsig
ENTPD4,ENTPD6,cd4t_stim48hr,2.8925901548936963,nonsig
BEST2,BEST1,cd4t_stim48hr,2.426134679466486,nonsig
KCTD9,KCTD5,cd4t_stim48hr,2.7718607243150473,nonsig
TMPRSS11E,PRSS21,cd4t_stim48hr,4.846735246479511,nonsig
STAT5A,STAT3,cd4t_stim48hr,3.224404349923134,nonsig
ATP6V1A,ATP5F1B,cd4t_stim48hr,2.196677688509226,nonsig
SEMA3D,SEMA4F,cd4t_stim48hr,3.2657560259103775,nonsig
CXCL2,CXCL11,cd4t_stim48hr,2.5946524143218994,nonsig
SCN2B,MPZL3,cd4t_stim48hr,2.14209689386189,nonsig
TNPO2,TNPO1,cd4t_stim48hr,11.81206652149558,nonsig
LHX5,LHX6,cd4t_stim48hr,2.257000859826803,nonsig
CXCL1,CXCL10,cd4t_stim48hr,22.39364792779088,nonsig
CXCL3,CXCL11,cd4t_stim48hr,2.153824657201767,nonsig
MCF2,MCF2L2,cd4t_stim48hr,2.3100140106398612,nonsig
RFX2,RFX1,cd4t_stim48hr,5.014073934406042,nonsig
SP3,SP1,cd4t_stim48hr,2.298723116517067,nonsig
ZNF479,ZNF253,cd4t_stim48hr,12.656892893835902,nonsig
HOXA3,HOXB2,cd4t_stim48hr,5.6971216425299644,nonsig
BMAL1,ARNT,cd4t_stim48hr,4.837405629456043,nonsig
ACSM2A,AACS,cd4t_stim48hr,2.595243059098721,nonsig
CERS2,CERS6,cd4t_stim48hr,2.4877577871084213,nonsig
UBE2F,UBE2T,cd4t_stim48hr,2.923799529671669,nonsig
CHD5,CHD4,cd4t_stim48hr,7.2700640596449375,nonsig
CHD4,SMARCA5,cd4t_stim48hr,4.939346373081207,nonsig
CHD3,CHD4,cd4t_stim48hr,2.6616024374961853,nonsig
ZNF148,ZNF281,cd4t_stim48hr,3.470781311392784,nonsig
TRIM71,TRIM3,cd4t_stim48hr,2.005775570869446,nonsig
SLC44A5,SLC44A2,cd4t_stim48hr,3.870649605989456,nonsig
GALNT16,GALNT7,cd4t_stim48hr,3.227522626519203,nonsig
FGFR4,NTRK1,cd4t_stim48hr,2.011225387454033,nonsig
KPNA4,KPNA6,cd4t_stim48hr,2.650519102811814,nonsig
ATF5,ATF4,cd4t_stim48hr,2.443561479449272,nonsig
ZNF160,ZNF574,cd4t_stim48hr,2.9633820429444313,nonsig
ZNF497,ZNF574,cd4t_stim48hr,2.7382595241069794,nonsig
ZNF181,ZNF574,cd4t_stim48hr,2.036181718111038,nonsig
ACSM1,ACSM3,cd4t_stim48hr,2.6097585558891296,nonsig
CREM,CREB1,cd4t_stim48hr,2.5107400119304657,nonsig
HNRNPA3,HNRNPA1,cd4t_stim48hr,10.54960173368454,nonsig
HNRNPA2B1,HNRNPA1,cd4t_stim48hr,5.737100727856159,nonsig
TXNDC9,PDCL3,cd4t_stim48hr,2.630529567599297,nonsig
TFCP2L1,UBP1,cd4t_stim48hr,3.7639414593577385,nonsig
MAP4K1,STK3,cd4t_stim48hr,3.468682286329567,nonsig
HSP90AA1,HSP90AB1,cd4t_stim48hr,3.826768711209297,nonsig
TOR1B,TOR1A,cd4t_stim48hr,3.0248826518654823,nonsig
SHC4,SHC1,cd4t_stim48hr,2.7401462346315384,nonsig
USP20,USP22,cd4t_stim48hr,2.9374351520091295,nonsig
APH1B,APH1A,cd4t_stim48hr,2.4414185332134366,nonsig
ZNF202,ZKSCAN2,cd4t_stim48hr,3.2602614015340805,nonsig
AP1G1,AP2A1,cd4t_stim48hr,2.051039459183812,nonsig
CTDSPL2,CTDSPL,cd4t_stim48hr,2.7103439308702946,nonsig
CYP3A4,CYP3A5,cd4t_stim48hr,2.7485596891492605,nonsig
TXNRD3,DLD,cd4t_stim48hr,3.10558257997036,nonsig
ENPP1,ENPP3,cd4t_stim48hr,2.4931701123714447,nonsig
SLC2A4,SLC2A14,cd4t_stim48hr,3.855559343472123,nonsig
SKI,SKOR1,cd4t_stim48hr,2.8535653576254845,nonsig
TBXA2R,PTGDR,cd4t_stim48hr,2.411943331360817,nonsig
PTGER2,TBXA2R,cd4t_stim48hr,2.2339614778757095,nonsig
CXCL5,CXCL3,cd4t_stim48hr,2.05990070104599,nonsig
HOXA10,HOXB5,cd4t_stim48hr,2.1835491959936917,nonsig
PCGF5,PCGF3,cd4t_stim48hr,2.3861652314662933,nonsig
ANP32D,ANP32B,cd4t_stim48hr,3.42820077057695,nonsig
PHF13,PHF23,cd4t_stim48hr,2.06269296631217,nonsig
WIPF3,WIPF1,cd4t_stim48hr,4.018985025584698,nonsig
LRRC7,LRRC1,cd4t_stim48hr,2.9990241192281246,nonsig
SLC25A41,SLC25A6,cd4t_stim48hr,2.3362446911633015,nonsig
RGS8,RGS3,cd4t_stim48hr,2.101750560104847,nonsig
ATOH1,NEUROG2,cd4t_stim48hr,4.120890744030476,nonsig
CAMK2A,CAMK2G,cd4t_stim48hr,2.9517016001045704,nonsig
IRF9,IRF4,cd4t_stim48hr,2.5755900517106056,nonsig
DHX33,DHX38,cd4t_stim48hr,2.57547590136528,nonsig
CES5A,CES3,cd4t_stim48hr,2.298190638422966,nonsig
KCNU1,KCNMA1,cd4t_stim48hr,8.259078185074031,nonsig
YPEL5,YPEL2,cd4t_stim48hr,2.056497924029827,nonsig
EML6,EML3,cd4t_stim48hr,3.2405448630452156,nonsig
PAK3,STK3,cd4t_stim48hr,2.326494038105011,nonsig
PTPRE,PTPRC,cd4t_stim48hr,3.205947570502758,nonsig
CLTA,CLTB,cd4t_stim48hr,2.2593707144260406,nonsig
HPGDS,GSTP1,cd4t_stim48hr,2.390142947435379,nonsig
TMED4,TMED9,cd4t_stim48hr,2.383857972919941,nonsig
SCAMP2,SCAMP4,cd4t_stim48hr,2.36128406226635,nonsig
HNRNPDL,HNRNPAB,cd4t_stim48hr,4.3656430803239346,nonsig
ABCC12,ABCC2,cd4t_stim48hr,7.167043345049024,nonsig
SLCO2A1,SLCO3A1,cd4t_stim48hr,2.4024618519470096,nonsig
PLXND1,PLXNA4,cd4t_stim48hr,2.159378442913294,nonsig
PLXNA2,PLXNA4,cd4t_stim48hr,2.0467824088409543,nonsig
NECTIN4,NECTIN2,cd4t_stim48hr,3.091128349304199,nonsig
ARPC1A,ARPC1B,cd4t_stim48hr,2.091890327632427,nonsig
INAVA,CCDC120,cd4t_stim48hr,3.7928016893565655,nonsig
ZNF442,ZNF57,cd4t_stim48hr,3.2087807562202215,nonsig
CSNK1A1,VRK1,cd4t_stim48hr,2.467768296599388,nonsig
AR,PGR,cd4t_stim48hr,2.776821929961443,nonsig
CA8,CA14,cd4t_stim48hr,5.025084067136049,nonsig
FAP,DPP8,cd4t_stim48hr,2.8536642901599407,nonsig
RAB11FIP4,RAB11FIP3,cd4t_stim48hr,2.506511624902487,nonsig
IQGAP3,IQGAP2,cd4t_stim48hr,4.0525237382389605,nonsig
IQGAP1,IQGAP2,cd4t_stim48hr,2.3856188282370567,nonsig
GADL1,HDC,cd4t_stim48hr,3.1406765580177307,nonsig
NR1I3,NR1I2,cd4t_stim48hr,3.1128765046596527,nonsig
ZDHHC7,ZDHHC3,cd4t_stim48hr,2.730580046772957,nonsig
ISG20,AEN,cd4t_stim48hr,2.430998221039772,nonsig
ADAM17,ADAM10,cd4t_stim48hr,2.4225141182541847,nonsig
UBC,UBB,cd4t_stim48hr,2.435078538954258,nonsig
UBB,UBC,cd4t_stim48hr,7.232733562588692,nonsig
PDE8B,PDE1B,cd4t_stim48hr,2.232887946069241,nonsig
ZNF446,ZSCAN32,cd4t_stim48hr,2.1528283208608627,nonsig
CA3,CA7,cd4t_stim48hr,2.4640902876853943,nonsig
AP2S1,AP4S1,cd4t_stim48hr,2.8681395277380943,nonsig
AKT1,PDPK1,cd4t_stim48hr,3.5185153000056744,nonsig
ELL3,ELL,cd4t_stim48hr,4.453742131590843,nonsig
RHOF,RHOH,cd4t_stim48hr,2.053000286221504,nonsig
AVPR1B,GPR150,cd4t_stim48hr,2.0500955507159233,nonsig
DHX37,DHX40,cd4t_stim48hr,2.5360561087727547,nonsig
TMEM63C,TMEM63A,cd4t_stim48hr,2.007471725344658,nonsig
SNRK,SIK3,cd4t_stim48hr,2.043243454536423,nonsig
HIGD1C,HIGD1A,cd4t_stim48hr,7.498515101149678,nonsig
SETD5,KMT2E,cd4t_stim48hr,3.147823389619589,nonsig
NUAK1,SNRK,cd4t_stim48hr,3.120799668133259,nonsig
NUAK1,SIK2,cd4t_stim48hr,2.1900101974606514,nonsig
STX2,STX12,cd4t_stim48hr,3.302725039422512,nonsig
PITX1,ALX4,cd4t_stim48hr,5.131855666637421,nonsig
BMP10,BMP8B,cd4t_stim48hr,2.3017086423933506,nonsig
PTGDR,PTGER3,cd4t_stim48hr,2.678624715656042,nonsig
CTBP2,CTBP1,cd4t_stim48hr,2.13460124284029,nonsig
SIGLEC14,SIGLEC9,cd4t_stim48hr,2.247890092432499,nonsig
TTYH1,TTYH3,cd4t_stim48hr,2.229978771880269,nonsig
FUS,TAF15,cd4t_stim48hr,2.1225323006510735,nonsig
PTK2B,ZAP70,cd4t_stim48hr,7.508248835802078,nonsig
GALNT5,GALNT7,cd4t_stim48hr,2.7136483006179333,nonsig
GAD2,GAD1,cd4t_stim48hr,7.920047677063849,nonsig
PDE2A,PDE5A,cd4t_stim48hr,2.302378684282303,nonsig
PPARG,NR1H2,cd4t_stim48hr,2.4991370737552643,nonsig
HECTD4,HERC2,cd4t_stim48hr,3.0618995279073715,nonsig
CMPK1,AK3,cd4t_stim48hr,2.689004018902778,nonsig
ZNF446,ZSCAN1,cd4t_stim48hr,2.21139632165432,nonsig
HNRNPDL,HNRNPD,cd4t_stim48hr,4.3933129869401455,nonsig
TXNRD3,TXNRD1,cd4t_stim48hr,2.4435828775167465,nonsig
GALNT5,GALNT12,cd4t_stim48hr,4.411152582615614,nonsig
NR2F1,NR2E1,cd4t_stim48hr,4.948012395761907,nonsig
DPEP3,DPEP2,cd4t_stim48hr,3.565845489501953,nonsig
SRPK2,MAPK14,cd4t_stim48hr,2.49115770123899,nonsig
IRF8,IRF4,cd4t_stim48hr,2.903872102499008,nonsig
LCMT2,LCMT1,cd4t_stim48hr,2.0834204759448767,nonsig
PRKAR2B,PRKAR1A,cd4t_stim48hr,5.826538726687431,nonsig
PSMC6,PSMC5,cd4t_stim48hr,2.1470405608415604,nonsig
DNAH17,DYNC2H1,cd4t_stim48hr,2.5388998426496983,nonsig
KLF1,KLF7,cd4t_stim48hr,2.409147471189499,nonsig
PLIN1,PLIN3,cd4t_stim48hr,2.052139975130558,nonsig
P2RX3,P2RX5,cd4t_stim48hr,2.5300938710570335,nonsig
DRD3,CHRM4,cd4t_stim48hr,2.4488142114132643,nonsig
RAD51C,RAD51D,cd4t_stim48hr,4.273478448390961,nonsig
RASA4B,RASA2,cd4t_stim48hr,2.512040360365063,nonsig
PPIL6,PPIB,cd4t_stim48hr,2.276755854487419,nonsig
ZNF844,ZNF101,cd4t_stim48hr,5.047300977632403,nonsig
ZNF878,ZNF57,cd4t_stim48hr,2.064895413815975,nonsig
ZNF497,ZBTB24,cd4t_stim48hr,2.1413848102092743,nonsig
BCL2A1,BAX,cd4t_stim48hr,2.7860269993543625,nonsig
HNRNPUL1,HNRNPU,cd4t_stim48hr,7.476175758987665,nonsig
RGMA,RGMB,cd4t_stim48hr,2.2512205839157104,nonsig
MDM2,MDM4,cd4t_stim48hr,3.748874932527542,nonsig
SLCO2B1,SLCO3A1,cd4t_stim48hr,2.8531571915373206,nonsig
ZNF100,ZNF114,cd4t_stim48hr,2.01475178450346,nonsig
MYO1D,MYO19,cd4t_stim48hr,2.394961583428085,nonsig
ACTA1,ACTR3C,cd4t_stim48hr,5.069344222545624,nonsig
STAT1,STAT5B,cd4t_stim48hr,3.9474909268319607,nonsig
STAT2,STAT5B,cd4t_stim48hr,3.821471083909273,nonsig
STAT3,STAT5B,cd4t_stim48hr,3.7196525633335114,nonsig
POU5F1B,POU1F1,cd4t_stim48hr,2.5554611943662167,nonsig
CD3D,CD3E,cd4t_stim48hr,3.699150025844574,nonsig
CD3E,CD3D,cd4t_stim48hr,4.835043728351593,nonsig
YTHDF3,YTHDF2,cd4t_stim48hr,2.784281922504306,nonsig
CYTH3,CYTH1,cd4t_stim48hr,2.4930411353707314,nonsig
RASSF1,RASSF5,cd4t_stim48hr,2.6296113207936287,nonsig
KLF10,KLF13,cd4t_stim48hr,2.0642208717763424,nonsig
MEF2C,MEF2A,cd4t_stim48hr,2.2951406463980675,nonsig
HOXC5,HOXD9,cd4t_stim48hr,2.143306702375412,nonsig
HOXD9,HOXB8,cd4t_stim48hr,2.9205055460333824,nonsig
HOXC8,HOXD8,cd4t_stim48hr,2.7918400187045336,nonsig
HOXD8,HOXB4,cd4t_stim48hr,7.1893593611894175,nonsig
HOXC5,HOXD1,cd4t_stim48hr,2.2632472217082977,nonsig
FUBP1,KHSRP,cd4t_stim48hr,4.103304900228977,nonsig
ZC3H12D,ZC3H12C,cd4t_stim48hr,2.588985485956073,nonsig
TSPAN13,TSPAN4,cd4t_stim48hr,3.50272485613823,nonsig
ZNF496,ZKSCAN2,cd4t_stim48hr,2.441160622984171,nonsig
DARS1,DARS2,cd4t_stim48hr,3.2135786563158035,nonsig
USF2,USF1,cd4t_stim48hr,2.2391447350382805,nonsig
LDHAL6A,LDHA,cd4t_stim48hr,2.395311161875725,nonsig
BMAL2,ARNT,cd4t_stim48hr,2.8721162443980575,nonsig
HNRNPA3,HNRNPA2B1,cd4t_stim48hr,5.6931344866752625,nonsig
MAST3,SGK3,cd4t_stim48hr,2.163009136915207,nonsig
FGB,ANGPT2,cd4t_stim48hr,2.0293253548443317,nonsig
HDAC4,HDAC5,cd4t_stim48hr,2.826825879514218,nonsig
GSR,TXNRD1,cd4t_stim48hr,2.465766042470932,nonsig
STAT2,STAT3,cd4t_stim48hr,2.579661477357149,nonsig
TMED3,TMED4,cd4t_stim48hr,2.975296288728714,nonsig
JAK3,LCK,cd4t_stim48hr,2.8079174757003784,nonsig
KAT6A,KAT7,cd4t_stim48hr,2.836523012025282,nonsig
CLK1,CLK3,cd4t_stim48hr,2.0216097310185432,nonsig
ATP13A5,ATP13A3,cd4t_stim48hr,2.319016259163618,nonsig
SPSB4,SPSB3,cd4t_stim48hr,6.0827231392031536,nonsig
STXBP2,VPS45,cd4t_stim48hr,3.7097785770893097,nonsig
GBP4,GBP5,cd4t_stim48hr,2.5821897611021996,nonsig
DUSP3,DUSP12,cd4t_stim48hr,2.752449903637171,nonsig
DHX33,DHX40,cd4t_stim48hr,2.2518772780895233,nonsig
CACNA1C,SCN8A,cd4t_stim48hr,2.153182378271594,nonsig
SCN5A,SCN8A,cd4t_stim48hr,3.499967124313116,nonsig
DHX34,DHX40,cd4t_stim48hr,2.2663754299283028,nonsig
AKT3,PDPK1,cd4t_stim48hr,2.8896028995513916,nonsig
PDIA3,PDIA6,cd4t_stim48hr,3.1539539992809296,nonsig
ATP4A,ATP2B1,cd4t_stim48hr,7.995227925479412,nonsig
OTUD7A,TNFAIP3,cd4t_stim48hr,2.6347364112734795,nonsig
SMARCA5,CHD2,cd4t_stim48hr,2.325670048594475,nonsig
SOX8,SOX2,cd4t_stim48hr,3.638736419379711,nonsig
C1QTNF8,C1QA,cd4t_stim48hr,4.815901026129723,nonsig
ZC3H6,ZC3H4,cd4t_stim48hr,3.1404466456733644,nonsig
TPD52L1,TPD52,cd4t_stim48hr,2.3485027700662613,nonsig
RHOV,RHOBTB2,cd4t_stim48hr,2.1907828599214554,nonsig
SCN9A,CACNA1E,cd4t_stim48hr,2.4335265457630157,nonsig
ADORA1,ADORA2B,cd4t_stim48hr,8.436304487287998,nonsig
RASGRP4,RASGRP1,cd4t_stim48hr,2.234240010380745,nonsig
FCGR1A,FCGR2B,cd4t_stim48hr,2.9833371341228485,nonsig
CSMD1,CSMD2,cd4t_stim48hr,10.119725115597248,nonsig
JUP,CTNNB1,cd4t_stim48hr,2.1073054522275925,nonsig
SCAMP5,SCAMP4,cd4t_stim48hr,2.8161821886897087,nonsig
STAT4,STAT6,cd4t_stim48hr,2.343936711549759,nonsig
STAT6,STAT3,cd4t_stim48hr,3.149586834013462,nonsig
TMEM87B,TMEM87A,cd4t_stim48hr,3.1208551549352705,nonsig
MEIS2,MEIS3,cd4t_stim48hr,3.108663290739059,nonsig
ZNF572,ZBTB17,cd4t_stim48hr,2.912210401147604,nonsig
GOLGA8M,GOLGA8N,cd4t_stim48hr,4.689430398284458,nonsig
SLC38A2,SLC38A1,cd4t_stim48hr,2.0536673963069916,nonsig
SLC38A1,SLC38A2,cd4t_stim48hr,2.18461149930954,nonsig
CCNT2,CCNT1,cd4t_stim48hr,2.9447319880127907,nonsig
S100A12,S100A6,cd4t_stim48hr,6.088336423039436,nonsig
S100A3,S100A12,cd4t_stim48hr,2.090518444776535,nonsig
S100A14,S100A1,cd4t_stim48hr,3.949794124811888,nonsig
STAT1,STAT3,cd4t_stim48hr,5.892735954374075,nonsig
STAT4,STAT3,cd4t_stim48hr,3.220108300447464,nonsig
ETV3,ERF,cd4t_stim48hr,2.826637752354145,nonsig
AZIN1,ODC1,cd4t_stim48hr,3.141007736325264,nonsig
RYR2,RYR1,cd4t_stim48hr,2.9605328142642975,nonsig
LRP4,LDLR,cd4t_stim48hr,3.28550323843956,nonsig
SEMA6B,SEMA4A,cd4t_stim48hr,4.000503398478031,nonsig
PUM1,PUM2,cd4t_stim48hr,2.346957318484783,nonsig
PUM2,PUM1,cd4t_stim48hr,5.0748696736991405,nonsig
FTH1,FTL,cd4t_stim48hr,2.019779458642006,nonsig
FZD5,FZD6,cd4t_stim48hr,2.233372464776039,nonsig
THRA,RARA,cd4t_stim48hr,2.2242708392441273,nonsig
POU3F1,POU5F1B,cd4t_stim48hr,2.7432784736156464,nonsig
SEMA3F,SEMA4F,cd4t_stim48hr,2.40423596650362,nonsig
SLAMF6,SLAMF1,cd4t_stim48hr,3.5967957116663456,nonsig
BIRC7,XIAP,neuron,5.424314171075821,nonsig
PCDH20,PCDH1,neuron,3.1353370547294617,nonsig
FGD3,FGD4,neuron,2.247083067893982,nonsig
CNTNAP4,CNTNAP2,neuron,2.157471001148224,nonsig
PON1,PON2,neuron,2.6588134169578552,nonsig
HSPA2,HSPA5,neuron,2.5593611896038055,nonsig
DNAH5,DYNC1H1,neuron,2.0546416640281677,nonsig
DNAH10,DYNC1H1,neuron,2.9273794889450073,nonsig
OSBP2,OSBPL6,neuron,3.5147613286972046,nonsig
RDX,FRMD4A,neuron,2.820067048072815,nonsig
RGS21,RGS2,neuron,7.106167703866959,nonsig
REEP1,REEP2,neuron,3.10782653093338,nonsig
KIF1C,KIF1B,neuron,3.64836660027504,nonsig
RGS13,RGS2,neuron,2.202566981315613,nonsig
